Index,Weekday
5020,Monday
5021,Tuesday
5022,Tuesday
5023,Tuesday
5024,Tuesday
5025,Tuesday
5026,Tuesday
5027,Tuesday
5028,Tuesday
5029,Tuesday
5030,Tuesday
5031,Tuesday
5032,Tuesday
5033,Wednesday
5034,Wednesday
5035,Wednesday
5036,Wednesday
5037,Wednesday
5038,Wednesday
5039,Wednesday
5040,Wednesday
5041,Wednesday
5042,Wednesday
5043,Wednesday
5044,Wednesday
5045,Wednesday
5046,Wednesday
5047,Wednesday
5048,Thursday
5049,Thursday
5050,Thursday
5051,Thursday
5052,Thursday
5053,Thursday
5054,Thursday
5055,Thursday
5056,Thursday
5057,Thursday
5058,Thursday
5059,Thursday
5060,Thursday
5061,Thursday
5062,Thursday
5063,Friday
5064,Friday
5065,Friday
5066,Friday
5067,Saturday
5068,Saturday
5069,Saturday
5070,Saturday
5071,Saturday
5072,Saturday
5073,Sunday
5074,Sunday
5075,Sunday
5076,Sunday
5077,Sunday
5078,Sunday
5079,Sunday
5080,Sunday
5081,Sunday
5082,Sunday
5083,Sunday
5084,Sunday
5085,Sunday
5086,Monday
5087,Monday
5088,Monday
5089,Monday
5090,Monday
5091,Monday
5092,Monday
5093,Monday
5094,Monday
5095,Tuesday
5096,Monday
5097,Tuesday
5098,Tuesday
5099,Tuesday
5100,Tuesday
5101,Tuesday
5102,Tuesday
5103,Tuesday
5104,Tuesday
5105,Tuesday
5106,Tuesday
5107,Tuesday
5108,Tuesday
5109,Tuesday
5110,Tuesday
5111,Tuesday
5112,Wednesday
5113,Wednesday
5114,Wednesday
5115,Wednesday
5116,Wednesday
5117,Wednesday
5118,Wednesday
5119,Wednesday
5120,Wednesday
5121,Wednesday
5122,Wednesday
5123,Wednesday
5124,Thursday
5125,Wednesday
5126,Wednesday
5127,Thursday
5128,Thursday
5129,Thursday
5130,Thursday
5131,Thursday
5132,Thursday
5133,Thursday
5134,Friday
5135,Thursday
5136,Friday
5137,Friday
5138,Friday
5139,Friday
5140,Friday
5141,Saturday
5142,Saturday
5143,Saturday
5144,Saturday
5145,Saturday
5146,Saturday
5147,Saturday
5148,Saturday
5149,Sunday
5150,Sunday
5151,Sunday
5152,Sunday
5153,Sunday
5154,Sunday
5155,Sunday
5156,Sunday
5157,Monday
5158,Monday
5159,Monday
5160,Monday
5161,Monday
5162,Monday
5163,Monday
5164,Monday
5165,Monday
5166,Monday
5167,Monday
5168,Monday
5169,Monday
5170,Monday
5171,Monday
5172,Monday
5173,Monday
5174,Tuesday
5175,Tuesday
5176,Tuesday
5177,Tuesday
5178,Tuesday
5179,Tuesday
5180,Tuesday
5181,Tuesday
5182,Tuesday
5183,Tuesday
5184,Tuesday
5185,Tuesday
5186,Tuesday
5187,Tuesday
5188,Tuesday
5189,Wednesday
5190,Wednesday
5191,Wednesday
5192,Wednesday
5193,Wednesday
5194,Wednesday
5195,Wednesday
5196,Wednesday
5197,Wednesday
5198,Wednesday
5199,Wednesday
5200,Wednesday
5201,Wednesday
5202,Wednesday
5203,Wednesday
5204,Wednesday
5205,Thursday
5206,Wednesday
5207,Thursday
5208,Thursday
5209,Thursday
5210,Thursday
5211,Thursday
5212,Thursday
5213,Thursday
5214,Thursday
5215,Thursday
5216,Thursday
5217,Thursday
5218,Thursday
5219,Thursday
5220,Thursday
5221,Thursday
5222,Thursday
5223,Friday
5224,Friday
5225,Friday
5226,Friday
5227,Friday
5228,Friday
5229,Friday
5230,Friday
5231,Friday
5232,Friday
5233,Friday
5234,Friday
5235,Friday
5236,Friday
5237,Friday
5238,Friday
5239,Friday
5240,Friday
5241,Friday
5242,Friday
5243,Saturday
5244,Saturday
5245,Saturday
5246,Saturday
5247,Saturday
5248,Saturday
5249,Saturday
5250,Saturday
5251,Saturday
5252,Saturday
5253,Saturday
5254,Sunday
5255,Sunday
5256,Sunday
5257,Sunday
5258,Sunday
5259,Sunday
5260,Sunday
5261,Sunday
5262,Sunday
5263,Sunday
5264,Sunday
5265,Sunday
5266,Sunday
5267,Sunday
5268,Monday
5269,Monday
5270,Monday
5271,Monday
5272,Monday
5273,Monday
5274,Monday
5275,Monday
5276,Monday
5277,Monday
5278,Monday
5279,Tuesday
5280,Tuesday
5281,Tuesday
5282,Tuesday
5283,Tuesday
5284,Tuesday
5285,Tuesday
5286,Tuesday
5287,Tuesday
5288,Tuesday
5289,Tuesday
5290,Tuesday
5291,Tuesday
5292,Tuesday
5293,Tuesday
5294,Tuesday
5295,Tuesday
5296,Wednesday
5297,Wednesday
5298,Wednesday
5299,Wednesday
5300,Wednesday
5301,Wednesday
5302,Wednesday
5303,Wednesday
5304,Wednesday
5305,Wednesday
5306,Wednesday
5307,Wednesday
5308,Wednesday
5309,Wednesday
5310,Wednesday
5311,Wednesday
5312,Wednesday
5313,Wednesday
5314,Wednesday
5315,Wednesday
5316,Wednesday
5317,Thursday
5318,Thursday
5319,Thursday
5320,Thursday
5321,Thursday
5322,Thursday
5323,Thursday
5324,Thursday
5325,Thursday
5326,Thursday
5327,Thursday
5328,Thursday
5329,Thursday
5330,Thursday
5331,Thursday
5332,Thursday
5333,Thursday
5334,Friday
5335,Friday
5336,Friday
5337,Friday
5338,Friday
5339,Friday
5340,Friday
5341,Friday
5342,Friday
5343,Friday
5344,Friday
5345,Friday
5346,Saturday
5347,Saturday
5348,Saturday
5349,Saturday
5350,Saturday
5351,Saturday
5352,Saturday
5353,Saturday
5354,Saturday
5355,Saturday
5356,Saturday
5357,Saturday
5358,Saturday
5359,Saturday
5360,Sunday
5361,Sunday
5362,Sunday
5363,Sunday
5364,Sunday
5365,Sunday
5366,Sunday
5367,Sunday
5368,Sunday
5369,Sunday
5370,Sunday
5371,Sunday
5372,Sunday
5373,Sunday
5374,Sunday
5375,Sunday
5376,Sunday
5377,Sunday
5378,Sunday
5379,Sunday
5380,Sunday
5381,Monday
5382,Monday
5383,Monday
5384,Monday
5385,Monday
5386,Monday
5387,Monday
5388,Monday
5389,Monday
5390,Monday
5391,Monday
5392,Monday
5393,Monday
5394,Monday
5395,Monday
5396,Tuesday
5397,Tuesday
5398,Tuesday
5399,Tuesday
5400,Tuesday
5401,Tuesday
5402,Tuesday
5403,Tuesday
5404,Tuesday
5405,Tuesday
5406,Tuesday
5407,Tuesday
5408,Tuesday
5409,Tuesday
5410,Tuesday
5411,Tuesday
5412,Tuesday
5413,Tuesday
5414,Tuesday
5415,Tuesday
5416,Tuesday
5417,Tuesday
5418,Wednesday
5419,Wednesday
5420,Wednesday
5421,Wednesday
5422,Wednesday
5423,Wednesday
5424,Wednesday
5425,Wednesday
5426,Wednesday
5427,Wednesday
5428,Wednesday
5429,Wednesday
5430,Wednesday
5431,Wednesday
5432,Wednesday
5433,Thursday
5434,Thursday
5435,Thursday
5436,Thursday
5437,Thursday
5438,Thursday
5439,Thursday
5440,Thursday
5441,Thursday
5442,Thursday
5443,Thursday
5444,Thursday
5445,Thursday
5446,Thursday
5447,Thursday
5448,Thursday
5449,Thursday
5450,Thursday
5451,Friday
5452,Friday
5453,Friday
5454,Friday
5455,Friday
5456,Friday
5457,Friday
5458,Friday
5459,Friday
5460,Friday
5461,Friday
5462,Friday
5463,Friday
5464,Friday
5465,Friday
5466,Friday
5467,Friday
5468,Friday
5469,Saturday
5470,Saturday
5471,Saturday
5472,Saturday
5473,Saturday
5474,Saturday
5475,Saturday
5476,Saturday
5477,Saturday
5478,Saturday
5479,Saturday
5480,Saturday
5481,Saturday
5482,Sunday
5483,Sunday
5484,Sunday
5485,Sunday
5486,Sunday
5487,Sunday
5488,Sunday
5489,Sunday
5490,Sunday
5491,Sunday
5492,Sunday
5493,Sunday
5494,Sunday
5495,Sunday
5496,Sunday
5497,Sunday
5498,Sunday
5499,Monday
5500,Monday
5501,Monday
5502,Monday
5503,Monday
5504,Monday
5505,Monday
5506,Monday
5507,Monday
5508,Monday
5509,Monday
5510,Monday
5511,Monday
5512,Monday
5513,Monday
5514,Monday
5515,Monday
5516,Monday
5517,Monday
5518,Monday
5519,Monday
5520,Monday
5521,Monday
5522,Monday
5523,Monday
5524,Tuesday
5525,Tuesday
5526,Tuesday
5527,Tuesday
5528,Tuesday
5529,Tuesday
5530,Tuesday
5531,Tuesday
5532,Tuesday
5533,Tuesday
5534,Tuesday
5535,Tuesday
5536,Tuesday
5537,Tuesday
5538,Tuesday
5539,Tuesday
5540,Tuesday
5541,Tuesday
5542,Tuesday
5543,Tuesday
5544,Tuesday
5545,Tuesday
5546,Wednesday
5547,Wednesday
5548,Wednesday
5549,Wednesday
5550,Wednesday
5551,Wednesday
5552,Wednesday
5553,Wednesday
5554,Wednesday
5555,Wednesday
5556,Wednesday
5557,Wednesday
5558,Wednesday
5559,Wednesday
5560,Wednesday
5561,Wednesday
5562,Wednesday
5563,Wednesday
5564,Wednesday
5565,Wednesday
5566,Wednesday
5567,Wednesday
5568,Wednesday
5569,Wednesday
5570,Wednesday
5571,Wednesday
5572,Wednesday
5573,Wednesday
5574,Wednesday
5575,Wednesday
5576,Wednesday
5577,Thursday
5578,Thursday
5579,Thursday
5580,Thursday
5581,Thursday
5582,Thursday
5583,Thursday
5584,Thursday
5585,Thursday
5586,Thursday
5587,Thursday
5588,Thursday
5589,Thursday
5590,Thursday
5591,Thursday
5592,Thursday
5593,Thursday
5594,Thursday
5595,Thursday
5596,Thursday
5597,Thursday
5598,Thursday
5599,Thursday
5600,Thursday
5601,Thursday
5602,Thursday
5603,Thursday
5604,Friday
5605,Friday
5606,Friday
5607,Friday
5608,Friday
5609,Friday
5610,Friday
5611,Saturday
5612,Saturday
5613,Saturday
5614,Saturday
5615,Saturday
5616,Saturday
5617,Saturday
5618,Saturday
5619,Saturday
5620,Sunday
5621,Sunday
5622,Sunday
5623,Sunday
5624,Sunday
5625,Sunday
5626,Sunday
5627,Sunday
5628,Sunday
5629,Sunday
5630,Sunday
5631,Sunday
5632,Sunday
5633,Monday
5634,Monday
5635,Monday
5636,Monday
5637,Monday
5638,Monday
5639,Monday
5640,Monday
5641,Monday
5642,Monday
5643,Monday
5644,Monday
5645,Monday
5646,Monday
5647,Monday
5648,Monday
5649,Monday
5650,Monday
5651,Tuesday
5652,Tuesday
5653,Tuesday
5654,Tuesday
5655,Tuesday
5656,Tuesday
5657,Tuesday
5658,Tuesday
5659,Tuesday
5660,Tuesday
5661,Tuesday
5662,Tuesday
5663,Wednesday
5664,Wednesday
5665,Wednesday
5666,Wednesday
5667,Wednesday
5668,Wednesday
5669,Wednesday
5670,Wednesday
5671,Wednesday
5672,Wednesday
5673,Wednesday
5674,Wednesday
5675,Wednesday
5676,Wednesday
5677,Wednesday
5678,Thursday
5679,Thursday
5680,Thursday
5681,Thursday
5682,Thursday
5683,Thursday
5684,Thursday
5685,Thursday
5686,Thursday
5687,Thursday
5688,Thursday
5689,Thursday
5690,Thursday
5691,Thursday
5692,Thursday
5693,Thursday
5694,Thursday
5695,Friday
5696,Friday
5697,Friday
5698,Friday
5699,Friday
5700,Friday
5701,Friday
5702,Friday
5703,Friday
5704,Friday
5705,Friday
5706,Friday
5707,Friday
5708,Friday
5709,Friday
5710,Friday
5711,Friday
5712,Friday
5713,Friday
5714,Friday
5715,Friday
5716,Friday
5717,Friday
5718,Friday
5719,Friday
5720,Saturday
5721,Saturday
5722,Saturday
5723,Saturday
5724,Saturday
5725,Saturday
5726,Saturday
5727,Saturday
5728,Saturday
5729,Saturday
5730,Saturday
5731,Saturday
5732,Saturday
5733,Saturday
5734,Saturday
5735,Saturday
5736,Saturday
5737,Saturday
5738,Saturday
5739,Saturday
5740,Sunday
5741,Sunday
5742,Sunday
5743,Sunday
5744,Sunday
5745,Sunday
5746,Sunday
5747,Sunday
5748,Sunday
5749,Sunday
5750,Sunday
5751,Sunday
5752,Sunday
5753,Sunday
5754,Monday
5755,Monday
5756,Monday
5757,Monday
5758,Monday
5759,Monday
5760,Monday
5761,Monday
5762,Monday
5763,Monday
5764,Monday
5765,Monday
5766,Monday
5767,Monday
5768,Monday
5769,Monday
5770,Monday
5771,Monday
5772,Monday
5773,Tuesday
5774,Tuesday
5775,Tuesday
5776,Tuesday
5777,Tuesday
5778,Tuesday
5779,Tuesday
5780,Tuesday
5781,Tuesday
5782,Tuesday
5783,Tuesday
5784,Tuesday
5785,Wednesday
5786,Wednesday
5787,Wednesday
5788,Wednesday
5789,Wednesday
5790,Wednesday
5791,Wednesday
5792,Wednesday
5793,Wednesday
5794,Wednesday
5795,Wednesday
5796,Wednesday
5797,Thursday
5798,Thursday
5799,Thursday
5800,Thursday
5801,Thursday
5802,Thursday
5803,Thursday
5804,Thursday
5805,Thursday
5806,Thursday
5807,Thursday
5808,Thursday
5809,Thursday
5810,Thursday
5811,Thursday
5812,Friday
5813,Friday
5814,Friday
5815,Friday
5816,Friday
5817,Friday
5818,Friday
5819,Friday
5820,Friday
5821,Friday
5822,Friday
5823,Friday
5824,Friday
5825,Friday
5826,Friday
5827,Friday
5828,Friday
5829,Friday
5830,Friday
5831,Saturday
5832,Saturday
5833,Saturday
5834,Saturday
5835,Saturday
5836,Saturday
5837,Saturday
5838,Saturday
5839,Saturday
5840,Saturday
5841,Saturday
5842,Saturday
5843,Saturday
5844,Saturday
5845,Saturday
5846,Saturday
5847,Saturday
5848,Saturday
5849,Saturday
5850,Saturday
5851,Saturday
5852,Sunday
5853,Sunday
5854,Sunday
5855,Sunday
5856,Sunday
5857,Sunday
5858,Sunday
5859,Sunday
5860,Sunday
5861,Sunday
5862,Sunday
5863,Sunday
5864,Monday
5865,Monday
5866,Monday
5867,Monday
5868,Monday
5869,Monday
5870,Monday
5871,Monday
5872,Monday
5873,Monday
5874,Tuesday
5875,Tuesday
5876,Tuesday
5877,Tuesday
5878,Tuesday
5879,Tuesday
5880,Tuesday
5881,Tuesday
5882,Tuesday
5883,Tuesday
5884,Tuesday
5885,Tuesday
5886,Tuesday
5887,Tuesday
5888,Tuesday
5889,Tuesday
5890,Wednesday
5891,Wednesday
5892,Wednesday
5893,Wednesday
5894,Wednesday
5895,Wednesday
5896,Wednesday
5897,Wednesday
5898,Wednesday
5899,Wednesday
5900,Wednesday
5901,Wednesday
5902,Wednesday
5903,Wednesday
5904,Wednesday
5905,Wednesday
5906,Wednesday
5907,Wednesday
5908,Thursday
5909,Thursday
5910,Thursday
5911,Thursday
5912,Thursday
5913,Thursday
5914,Thursday
5915,Thursday
5916,Thursday
5917,Thursday
5918,Thursday
5919,Friday
5920,Friday
5921,Friday
5922,Friday
5923,Friday
5924,Friday
5925,Saturday
5926,Saturday
5927,Saturday
5928,Saturday
5929,Saturday
5930,Saturday
5931,Saturday
5932,Saturday
5933,Saturday
5934,Saturday
5935,Saturday
5936,Saturday
5937,Saturday
5938,Saturday
5939,Saturday
5940,Sunday
5941,Sunday
5942,Sunday
5943,Sunday
5944,Sunday
5945,Sunday
5946,Sunday
5947,Sunday
5948,Sunday
5949,Sunday
5950,Sunday
5951,Sunday
5952,Sunday
5953,Sunday
5954,Sunday
5955,Sunday
5956,Monday
5957,Monday
5958,Monday
5959,Monday
5960,Monday
5961,Monday
5962,Monday
5963,Monday
5964,Monday
5965,Monday
5966,Monday
5967,Monday
5968,Monday
5969,Monday
5970,Monday
5971,Monday
5972,Monday
5973,Monday
5974,Tuesday
5975,Tuesday
5976,Tuesday
5977,Tuesday
5978,Tuesday
5979,Tuesday
5980,Tuesday
5981,Tuesday
5982,Tuesday
5983,Tuesday
5984,Tuesday
5985,Tuesday
5986,Tuesday
5987,Wednesday
5988,Wednesday
5989,Wednesday
5990,Wednesday
5991,Wednesday
5992,Wednesday
5993,Wednesday
5994,Wednesday
5995,Wednesday
5996,Wednesday
5997,Wednesday
5998,Wednesday
5999,Wednesday
6000,Thursday
6001,Thursday
6002,Thursday
6003,Thursday
6004,Thursday
6005,Thursday
6006,Thursday
6007,Thursday
6008,Thursday
6009,Thursday
6010,Thursday
6011,Thursday
6012,Thursday
6013,Thursday
6014,Thursday
6015,Friday
6016,Friday
6017,Friday
6018,Friday
6019,Friday
6020,Friday
6021,Friday
6022,Friday
6023,Friday
6024,Friday
6025,Friday
6026,Friday
6027,Saturday
6028,Saturday
6029,Saturday
6030,Saturday
6031,Saturday
6032,Saturday
6033,Saturday
6034,Saturday
6035,Saturday
6036,Saturday
6037,Sunday
6038,Sunday
6039,Sunday
6040,Sunday
6041,Sunday
6042,Sunday
6043,Sunday
6044,Sunday
6045,Sunday
6046,Sunday
6047,Sunday
6048,Sunday
6049,Sunday
6050,Sunday
6051,Sunday
6052,Sunday
6053,Sunday
6054,Monday
6055,Monday
6056,Monday
6057,Monday
6058,Monday
6059,Monday
6060,Monday
6061,Monday
6062,Monday
6063,Monday
6064,Monday
6065,Monday
6066,Monday
6067,Monday
6068,Monday
6069,Monday
6070,Monday
6071,Monday
6072,Monday
6073,Monday
6074,Monday
6075,Monday
6076,Tuesday
6077,Monday
6078,Tuesday
6079,Tuesday
6080,Tuesday
6081,Tuesday
6082,Tuesday
6083,Tuesday
6084,Tuesday
6085,Tuesday
6086,Tuesday
6087,Tuesday
6088,Tuesday
6089,Tuesday
6090,Tuesday
6091,Tuesday
6092,Tuesday
6093,Tuesday
6094,Tuesday
6095,Tuesday
6096,Tuesday
6097,Tuesday
6098,Tuesday
6099,Wednesday
6100,Wednesday
6101,Wednesday
6102,Wednesday
6103,Wednesday
6104,Wednesday
6105,Wednesday
6106,Wednesday
6107,Wednesday
6108,Wednesday
6109,Wednesday
6110,Wednesday
6111,Wednesday
6112,Wednesday
6113,Wednesday
6114,Wednesday
6115,Wednesday
6116,Wednesday
6117,Wednesday
6118,Wednesday
6119,Thursday
6120,Thursday
6121,Thursday
6122,Thursday
6123,Thursday
6124,Thursday
6125,Thursday
6126,Thursday
6127,Thursday
6128,Thursday
6129,Thursday
6130,Friday
6131,Friday
6132,Friday
6133,Friday
6134,Friday
6135,Friday
6136,Friday
6137,Friday
6138,Friday
6139,Friday
6140,Friday
6141,Friday
6142,Friday
6143,Saturday
6144,Saturday
6145,Saturday
6146,Saturday
6147,Saturday
6148,Saturday
6149,Saturday
6150,Saturday
6151,Saturday
6152,Saturday
6153,Saturday
6154,Saturday
6155,Saturday
6156,Saturday
6157,Saturday
6158,Saturday
6159,Saturday
6160,Saturday
6161,Saturday
6162,Saturday
6163,Saturday
6164,Saturday
6165,Saturday
6166,Sunday
6167,Sunday
6168,Sunday
6169,Sunday
6170,Sunday
6171,Sunday
6172,Sunday
6173,Sunday
6174,Sunday
6175,Sunday
6176,Sunday
6177,Sunday
6178,Sunday
6179,Sunday
6180,Sunday
6181,Sunday
6182,Sunday
6183,Sunday
6184,Sunday
6185,Sunday
6186,Sunday
6187,Sunday
6188,Monday
6189,Monday
6190,Monday
6191,Monday
6192,Monday
6193,Monday
6194,Monday
6195,Monday
6196,Monday
6197,Monday
6198,Monday
6199,Monday
6200,Monday
6201,Monday
6202,Monday
6203,Monday
6204,Monday
6205,Monday
6206,Monday
6207,Monday
6208,Tuesday
6209,Tuesday
6210,Tuesday
6211,Tuesday
6212,Tuesday
6213,Tuesday
6214,Tuesday
6215,Tuesday
6216,Tuesday
6217,Tuesday
6218,Tuesday
6219,Tuesday
6220,Tuesday
6221,Tuesday
6222,Tuesday
6223,Tuesday
6224,Wednesday
6225,Wednesday
6226,Wednesday
6227,Wednesday
6228,Wednesday
6229,Wednesday
6230,Wednesday
6231,Wednesday
6232,Wednesday
6233,Wednesday
6234,Wednesday
6235,Wednesday
6236,Wednesday
6237,Wednesday
6238,Wednesday
6239,Wednesday
6240,Wednesday
6241,Wednesday
6242,Thursday
6243,Thursday
6244,Thursday
6245,Thursday
6246,Thursday
6247,Thursday
6248,Thursday
6249,Thursday
6250,Thursday
6251,Thursday
6252,Thursday
6253,Thursday
6254,Thursday
6255,Thursday
6256,Thursday
6257,Thursday
6258,Thursday
6259,Thursday
6260,Friday
6261,Friday
6262,Friday
6263,Friday
6264,Friday
6265,Friday
6266,Friday
6267,Friday
6268,Friday
6269,Friday
6270,Friday
6271,Friday
6272,Friday
6273,Friday
6274,Friday
6275,Friday
6276,Friday
6277,Saturday
6278,Saturday
6279,Saturday
6280,Saturday
6281,Saturday
6282,Saturday
6283,Saturday
6284,Saturday
6285,Saturday
6286,Saturday
6287,Saturday
6288,Saturday
6289,Sunday
6290,Sunday
6291,Sunday
6292,Sunday
6293,Sunday
6294,Sunday
6295,Sunday
6296,Sunday
6297,Sunday
6298,Sunday
6299,Sunday
6300,Sunday
6301,Sunday
6302,Sunday
6303,Sunday
6304,Sunday
6305,Monday
6306,Monday
6307,Monday
6308,Monday
6309,Monday
6310,Monday
6311,Monday
6312,Monday
6313,Monday
6314,Monday
6315,Monday
6316,Monday
6317,Monday
6318,Monday
6319,Monday
6320,Monday
6321,Monday
6322,Monday
6323,Monday
6324,Monday
6325,Monday
6326,Tuesday
6327,Tuesday
6328,Tuesday
6329,Tuesday
6330,Tuesday
6331,Tuesday
6332,Tuesday
6333,Tuesday
6334,Tuesday
6335,Tuesday
6336,Tuesday
6337,Tuesday
6338,Tuesday
6339,Wednesday
6340,Tuesday
6341,Tuesday
6342,Wednesday
6343,Wednesday
6344,Wednesday
6345,Wednesday
6346,Wednesday
6347,Wednesday
6348,Wednesday
6349,Wednesday
6350,Wednesday
6351,Wednesday
6352,Wednesday
6353,Wednesday
6354,Wednesday
6355,Wednesday
6356,Wednesday
6357,Wednesday
6358,Wednesday
6359,Wednesday
6360,Wednesday
6361,Wednesday
6362,Thursday
6363,Thursday
6364,Thursday
6365,Thursday
6366,Thursday
6367,Thursday
6368,Thursday
6369,Thursday
6370,Thursday
6371,Thursday
6372,Thursday
6373,Thursday
6374,Thursday
6375,Thursday
6376,Thursday
6377,Thursday
6378,Friday
6379,Friday
6380,Friday
6381,Friday
6382,Friday
6383,Friday
6384,Friday
6385,Friday
6386,Friday
6387,Friday
6388,Friday
6389,Friday
6390,Friday
6391,Friday
6392,Friday
6393,Friday
6394,Saturday
6395,Saturday
6396,Saturday
6397,Saturday
6398,Saturday
6399,Saturday
6400,Saturday
6401,Saturday
6402,Saturday
6403,Saturday
6404,Saturday
6405,Saturday
6406,Saturday
6407,Saturday
6408,Saturday
6409,Sunday
6410,Sunday
6411,Sunday
6412,Sunday
6413,Sunday
6414,Sunday
6415,Sunday
6416,Sunday
6417,Sunday
6418,Sunday
6419,Sunday
6420,Sunday
6421,Sunday
6422,Sunday
6423,Sunday
6424,Sunday
6425,Sunday
6426,Sunday
6427,Sunday
6428,Sunday
6429,Sunday
6430,Sunday
6431,Monday
6432,Monday
6433,Monday
6434,Monday
6435,Monday
6436,Monday
6437,Monday
6438,Monday
6439,Monday
6440,Monday
6441,Monday
6442,Monday
6443,Monday
6444,Monday
6445,Monday
6446,Monday
6447,Monday
6448,Monday
6449,Tuesday
6450,Tuesday
6451,Tuesday
6452,Tuesday
6453,Tuesday
6454,Tuesday
6455,Tuesday
6456,Tuesday
6457,Tuesday
6458,Tuesday
6459,Tuesday
6460,Tuesday
6461,Tuesday
6462,Tuesday
6463,Tuesday
6464,Tuesday
6465,Tuesday
6466,Tuesday
6467,Tuesday
6468,Tuesday
6469,Tuesday
6470,Tuesday
6471,Tuesday
6472,Tuesday
6473,Tuesday
6474,Tuesday
6475,Wednesday
6476,Wednesday
6477,Wednesday
6478,Wednesday
6479,Wednesday
6480,Wednesday
6481,Wednesday
6482,Wednesday
6483,Wednesday
6484,Wednesday
6485,Wednesday
6486,Wednesday
6487,Wednesday
6488,Wednesday
6489,Wednesday
6490,Wednesday
6491,Wednesday
6492,Wednesday
6493,Wednesday
6494,Wednesday
6495,Wednesday
6496,Wednesday
6497,Wednesday
6498,Wednesday
6499,Wednesday
6500,Wednesday
6501,Wednesday
6502,Wednesday
6503,Thursday
6504,Wednesday
6505,Wednesday
6506,Wednesday
6507,Thursday
6508,Thursday
6509,Thursday
6510,Thursday
6511,Thursday
6512,Thursday
6513,Thursday
6514,Thursday
6515,Thursday
6516,Thursday
6517,Thursday
6518,Thursday
6519,Thursday
6520,Thursday
6521,Thursday
6522,Thursday
6523,Thursday
6524,Thursday
6525,Thursday
6526,Thursday
6527,Thursday
6528,Thursday
6529,Thursday
6530,Thursday
6531,Thursday
6532,Friday
6533,Friday
6534,Thursday
6535,Friday
6536,Friday
6537,Friday
6538,Friday
6539,Friday
6540,Friday
6541,Friday
6542,Friday
6543,Friday
6544,Friday
6545,Friday
6546,Friday
6547,Friday
6548,Friday
6549,Friday
6550,Friday
6551,Friday
6552,Friday
6553,Friday
6554,Friday
6555,Friday
6556,Friday
6557,Friday
6558,Friday
6559,Friday
6560,Friday
6561,Friday
6562,Saturday
6563,Saturday
6564,Saturday
6565,Saturday
6566,Saturday
6567,Saturday
6568,Saturday
6569,Saturday
6570,Saturday
6571,Saturday
6572,Saturday
6573,Saturday
6574,Saturday
6575,Saturday
6576,Sunday
6577,Sunday
6578,Sunday
6579,Sunday
6580,Sunday
6581,Sunday
6582,Sunday
6583,Sunday
6584,Sunday
6585,Sunday
6586,Sunday
6587,Sunday
6588,Sunday
6589,Monday
6590,Monday
6591,Monday
6592,Monday
6593,Monday
6594,Monday
6595,Monday
6596,Monday
6597,Monday
6598,Monday
6599,Monday
6600,Monday
6601,Monday
6602,Monday
6603,Monday
6604,Monday
6605,Monday
6606,Monday
6607,Monday
6608,Monday
6609,Monday
6610,Tuesday
6611,Monday
6612,Monday
6613,Tuesday
6614,Tuesday
6615,Tuesday
6616,Tuesday
6617,Tuesday
6618,Tuesday
6619,Tuesday
6620,Tuesday
6621,Tuesday
6622,Tuesday
6623,Tuesday
6624,Tuesday
6625,Tuesday
6626,Tuesday
6627,Tuesday
6628,Tuesday
6629,Tuesday
6630,Tuesday
6631,Tuesday
6632,Tuesday
6633,Tuesday
6634,Tuesday
6635,Tuesday
6636,Tuesday
6637,Tuesday
6638,Tuesday
6639,Tuesday
6640,Tuesday
6641,Tuesday
6642,Tuesday
6643,Tuesday
6644,Tuesday
6645,Wednesday
6646,Tuesday
6647,Wednesday
6648,Wednesday
6649,Wednesday
6650,Wednesday
6651,Wednesday
6652,Wednesday
6653,Wednesday
6654,Wednesday
6655,Wednesday
6656,Wednesday
6657,Wednesday
6658,Wednesday
6659,Wednesday
6660,Wednesday
6661,Wednesday
6662,Wednesday
6663,Wednesday
6664,Wednesday
6665,Thursday
6666,Thursday
6667,Thursday
6668,Thursday
6669,Thursday
6670,Thursday
6671,Thursday
6672,Thursday
6673,Thursday
6674,Thursday
6675,Thursday
6676,Thursday
6677,Thursday
6678,Thursday
6679,Thursday
6680,Friday
6681,Friday
6682,Friday
6683,Friday
6684,Friday
6685,Friday
6686,Friday
6687,Friday
6688,Friday
6689,Friday
6690,Friday
6691,Friday
6692,Friday
6693,Friday
6694,Friday
6695,Friday
6696,Friday
6697,Saturday
6698,Saturday
6699,Saturday
6700,Saturday
6701,Saturday
6702,Saturday
6703,Saturday
6704,Saturday
6705,Saturday
6706,Saturday
6707,Saturday
6708,Saturday
6709,Sunday
6710,Sunday
6711,Sunday
6712,Sunday
6713,Sunday
6714,Sunday
6715,Sunday
6716,Sunday
6717,Sunday
6718,Sunday
6719,Sunday
6720,Sunday
6721,Sunday
6722,Sunday
6723,Sunday
6724,Monday
6725,Monday
6726,Monday
6727,Monday
6728,Monday
6729,Monday
6730,Monday
6731,Monday
6732,Monday
6733,Monday
6734,Monday
6735,Monday
6736,Monday
6737,Monday
6738,Monday
6739,Monday
6740,Monday
6741,Monday
6742,Monday
6743,Monday
6744,Monday
6745,Monday
6746,Monday
6747,Monday
6748,Tuesday
6749,Tuesday
6750,Tuesday
6751,Tuesday
6752,Tuesday
6753,Tuesday
6754,Tuesday
6755,Tuesday
6756,Tuesday
6757,Tuesday
6758,Tuesday
6759,Tuesday
